100
Generating hetero cluster distribution... 
Getting steady state.. 
0	499.9408968
2	426.5939976
4	447.6328935
6	474.7735687
8	501.5528323
0
2	566.750629
4	608.7800251
6	651.5445522
8	694.8340741
10	737.1029927
155	0.00126	0.2646	0.05301469468	0.07116468625	0.08488735636	621.7924776	0.6663863215	
60	0.00126	0.2646	0.05274511232	0.06903689832	0.06883258868	623.8989611	0.666366043	
101	0.00126	0.2646	0.05269883142	0.06891023494	0.06847286214	623.9605373	0.6663664928	
107	0.00126	0.2646	0.05286430996	0.06974266296	0.07402645272	623.2441572	0.6663738023	
91	0.00126	0.2646	0.05336988903	0.07406852953	0.1057693378	619.1147204	0.6663801974	
145	0.00126	0.2646	0.05277871429	0.06905931251	0.06860862183	623.9236263	0.6663656715	
18	0.00126	0.2646	0.05273906287	0.06899104814	0.06854768859	623.9294913	0.6663656712	
25	0.00126	0.2646	0.05286373768	0.06943897936	0.06918231973	623.875081	0.6663660479	
167	0.00126	0.2646	0.05300036529	0.07120692959	0.08682351773	621.5005809	0.6663916094	
64	0.00126	0.2646	0.05277526561	0.06909633781	0.06888258116	623.9435329	0.6663660856	
70	0.00126	0.2646	0.0527386884	0.06905492839	0.06860880601	623.9500686	0.6663658882	
118	0.00126	0.2646	0.05274579364	0.06908472484	0.0691341378	623.7967195	0.6663760459	
82	0.00126	0.2646	0.05271220718	0.06894560904	0.06850594946	623.9551307	0.6663656712	
137	0.00126	0.2646	0.05290205077	0.07056660317	0.08184652028	622.3062496	0.6663800821	
128	0.00126	0.2646	0.05280571965	0.0693039331	0.06936280873	623.8134394	0.6663664418	
77	0.00126	0.2646	0.05273815998	0.06907410698	0.06951521719	623.7852	0.6663680167	
85	0.00126	0.2646	0.05285724286	0.06956503286	0.07027747797	623.779652	0.6663661596	
68	0.00126	0.2646	0.05274590784	0.0690086343	0.06856437139	623.9427869	0.6663656714	
50	0.00126	0.2646	0.05284937302	0.07005387948	0.07706379561	622.8163686	0.6663780378	
18	0.00126	0.2646	0.05273539093	0.06916128038	0.07014293859	623.7645171	0.666368034	
78	0.00126	0.2646	0.05276735711	0.06925958613	0.07087587172	623.6370333	0.6663693956	
84	0.00126	0.2646	0.05291737942	0.06961336119	0.06907826067	623.877108	0.6663656754	
100	0.00126	0.2646	0.05273058117	0.06897768547	0.06853500035	623.947896	0.6663656713	
65	0.00126	0.2646	0.05273739758	0.06918712234	0.07010564146	623.7256174	0.6663711885	
32	0.00126	0.2646	0.05274835393	0.06907303775	0.06862434561	623.9034466	0.6663656719	
76	0.00126	0.2646	0.05284220453	0.06920043244	0.06873428284	623.9074181	0.6663656717	
200	0.00126	0.2646	0.05379195036	0.07795790749	0.1340138483	615.945245	-nan	
115	0.00126	0.2646	0.05283809442	0.06924217647	0.06904668557	623.9063371	0.6663664499	
49	0.00126	0.2646	0.05270750813	0.06895936957	0.06851935819	623.969945	0.6663656714	
162	0.00126	0.2646	0.05270943889	0.06907538772	0.06980689622	623.8002892	0.6663751037	
164	0.00126	0.2646	0.05274192958	0.0690264694	0.06858099025	623.9233494	0.6663672656	
157	0.00126	0.2646	0.0527615817	0.06906716521	0.0686184379	623.8966019	0.6663656718	
101	0.00126	0.2646	0.05269060392	0.06890583879	0.06846890466	623.9421665	0.6663658855	
190	0.00126	0.2646	0.052681142	0.0689090148	0.0684719076	623.9341664	0.6663656712	
130	0.00126	0.2646	0.05273445263	0.06924864602	0.06901326653	623.8720292	0.6663660334	
132	0.00126	0.2646	0.05280131186	0.06951805345	0.07278133035	623.3313392	0.6663738583	
120	0.00126	0.2646	0.05286523299	0.06953053571	0.06987523389	623.7736729	0.6663696451	
150	0.00126	0.2646	0.05281896016	0.06985073394	0.07604555037	622.9328831	0.6663774978	
33	0.00126	0.2646	0.05269336807	0.06891228511	0.06847535729	623.9736452	0.666365671	
114	0.00126	0.2646	0.05270971175	0.06895270747	0.06851203125	623.9369592	0.6663684464	
127	0.00126	0.2646	0.05305872219	0.07053381026	0.07692638938	622.8286021	0.6663815037	
175	0.00126	0.2646	0.05287262684	0.06946959512	0.07006562202	623.7234088	0.6663683077	
176	0.00126	0.2646	0.05273218681	0.06907384565	0.06948512015	623.804326	0.6663671733	
90	0.00126	0.2646	0.05270308547	0.06900041319	0.06910201159	623.8373818	0.6663671573	
96	0.00126	0.2646	0.05269805147	0.06894435832	0.06850412149	623.9093581	0.6663656713	
112	0.00126	0.2646	0.05272360135	0.06899499641	0.06855196421	623.8941027	0.6663663835	
81	0.00126	0.2646	0.05274311147	0.06908495534	0.06889634414	623.8805008	0.6663678841	
88	0.00126	0.2646	0.05276515393	0.06916623572	0.06871177575	623.9325743	0.6663656727	
120	0.00126	0.2646	0.05272274831	0.0689458092	0.06850596752	623.966986	0.6663660863	
146	0.00126	0.2646	0.05286494295	0.06937690961	0.06888327243	623.9459101	0.6663656723	
112	0.00126	0.2646	0.05435602262	0.08220971973	0.1669795013	611.2485031	0.6663969271	
121	0.00126	0.2646	0.05295829235	0.06939908385	0.06891856484	623.8958767	0.6663656734	
88	0.00126	0.2646	0.05277698463	0.06919513481	0.07024744612	623.7056021	0.6663671805	
109	0.00126	0.2646	0.0528355067	0.0693513469	0.06914241602	623.8365902	0.666368222	
100	0.00126	0.2646	0.05276178326	0.06903628956	0.06889061878	623.8593525	0.6663662256	
24	0.00126	0.2646	0.05291053178	0.06958604389	0.06906093076	623.8577919	0.666365675	
