0.02	0.01
0.040175	0.030175
0.046345	0.036345
0.0485318	0.0385318
0.0503599	0.0403599
0.0563741	0.0463741
0.0593241	0.0493241
0.0623727	0.0523727
0.06539	0.05539
0.0685474	0.0585474
0.071957	0.061957
0.0747686	0.0647686
0.0777098	0.0677098
0.0806698	0.0706698
0.0834625	0.0734625
0.0854391	0.0754391
0.118589	0.0794573
0.207929	0.0822501
0.113714	0.082376
0.0925522	0.0825522
0.0968208	0.083339
0.184566	0.0824301
0.111594	0.085224
0.0940811	0.0840811
0.147172	0.0867544
0.166442	0.0898977
0.196613	0.0971692
0.0957552	0.0857552
0.127342	0.110245
0.139371	0.0834989
