59	130	0.00126	0.2646	0.0729707	0.0878234	0.10117	882.529	-nan	-nan	
60	175	0.00126	0.2646	0.0729361	0.0875231	0.099819	882.66	-nan	-nan	
61	19	0.00126	0.2646	0.0728209	0.0857811	0.0836446	884.723	0.666347	0.66634	
62	125	0.00126	0.2646	0.0730398	0.0881418	0.103579	882.189	-nan	-nan	
63	94	0.00126	0.2646	0.0732811	0.0900982	0.118394	880.294	-nan	-nan	
64	57	0.00126	0.2646	0.0730877	0.0877361	0.0974855	883.004	-nan	-nan	
65	118	0.00126	0.2646	0.073149	0.0873753	0.095633	883.223	-nan	-nan	
66	87	0.00126	0.2646	0.0735611	0.0923212	0.134508	878.162	-nan	-nan	
67	118	0.00126	0.2646	0.0730926	0.0882213	0.10446	882.082	-nan	-nan	
68	65	0.00126	0.2646	0.0732384	0.088342	0.102199	882.428	-nan	-nan	
69	108	0.00126	0.2646	0.074322	0.0972844	0.165722	874.274	-nan	-nan	
70	74	0.00126	0.2646	0.0732288	0.0882546	0.101392	882.494	-nan	-nan	
71	124	0.00126	0.2646	0.073176	0.0877714	0.0962607	883.088	-nan	-nan	
72	122	0.00126	0.2646	0.0729769	0.0869426	0.0931981	883.527	-nan	-nan	
73	70	0.00126	0.2646	0.0731518	0.0882248	0.103215	882.269	-nan	-nan	
74	70	0.00126	0.2646	0.0739745	0.0944428	0.146381	876.731	-nan	-nan	
75	155	0.00126	0.2646	0.0736637	0.0920862	0.130518	878.722	-nan	-nan	
76	111	0.00126	0.2646	0.0738351	0.0925487	0.129934	878.804	-nan	-nan	
77	32	0.00126	0.2646	0.0731798	0.0878893	0.0986377	882.847	-nan	-nan	
78	99	0.00126	0.2646	0.0731153	0.0888009	0.109109	881.507	-nan	-nan	
79	52	0.00126	0.2646	0.073117	0.0882035	0.10354	882.216	-nan	-nan	
80	206	0.00126	0.2646	0.0731113	0.0882775	0.103066	882.286	-nan	-nan	
81	138	0.00126	0.2646	0.073498	0.0906907	0.12017	879.991	-nan	-nan	
82	51	0.00126	0.2646	0.0736966	0.0930961	0.139504	877.595	-nan	-nan	
83	130	0.00126	0.2646	0.0730663	0.0879262	0.101639	882.469	-nan	-nan	
84	157	0.00126	0.2646	0.0730983	0.0886596	0.107443	881.711	-nan	-nan	
85	49	0.00126	0.2646	0.0730062	0.0878786	0.102231	882.349	-nan	-nan	
86	62	0.00126	0.2646	0.073268	0.0893637	0.110058	881.313	-nan	-nan	
87	78	0.00126	0.2646	0.0731177	0.0881337	0.101144	882.537	-nan	-nan	
88	28	0.00126	0.2646	0.0730441	0.0877385	0.0990646	882.806	-nan	-nan	
89	131	0.00126	0.2646	0.0729671	0.087495	0.0981462	882.917	-nan	-nan	
90	202	0.00126	0.2646	0.0731917	0.088599	0.105788	881.89	-nan	-nan	
91	133	0.00126	0.2646	0.0733249	0.0900825	0.116476	880.214	-nan	-nan	
92	73	0.00126	0.2646	0.0730064	0.0875484	0.0979315	882.945	-nan	-nan	
93	156	0.00126	0.2646	0.0729951	0.0874195	0.097337	883.032	-nan	-nan	
94	212	0.00126	0.2646	0.0733764	0.0903092	0.117541	880.416	-nan	-nan	
95	148	0.00126	0.2646	0.0731668	0.088674	0.106227	881.853	-nan	-nan	
96	61	0.00126	0.2646	0.0730634	0.0874117	0.0956879	883.166	-nan	-nan	
97	127	0.00126	0.2646	0.0733167	0.0906582	0.123856	879.546	-nan	-nan	
98	50	0.00126	0.2646	0.0730361	0.0879103	0.101397	882.505	-nan	-nan	
99	120	0.00126	0.2646	0.0731111	0.0880498	0.100464	882.617	-nan	-nan	
100	142	0.00126	0.2646	0.0735392	0.0913769	0.125543	879.385	-nan	-nan	
101	72	0.00126	0.2646	0.0737988	0.0924973	0.129994	878.788	-nan	-nan	
102	86	0.00126	0.2646	0.0731903	0.0883115	0.102279	882.395	-nan	-nan	
103	167	0.00126	0.2646	0.0730339	0.0880001	0.102125	882.345	-nan	-nan	
104	94	0.00126	0.2646	0.0730468	0.0878323	0.100289	882.66	-nan	-nan	
105	189	0.00126	0.2646	0.0730397	0.0876311	0.0991093	882.756	-nan	-nan	
106	134	0.00126	0.2646	0.0733025	0.0891665	0.106942	881.739	-nan	-nan	
107	100	0.00126	0.2646	0.0731421	0.088139	0.101054	882.541	-nan	-nan	
108	35	0.00126	0.2646	0.0730841	0.0876938	0.097629	883.006	-nan	-nan	
109	195	0.00126	0.2646	0.0733138	0.0906087	0.122476	879.777	-nan	-nan	
110	35	0.00126	0.2646	0.0730232	0.0871795	0.0948778	883.318	-nan	-nan	
111	138	0.00126	0.2646	0.0738497	0.0945963	0.151515	875.963	-nan	-nan	
112	112	0.00126	0.2646	0.0734705	0.09048	0.11923	880.193	-nan	-nan	
113	79	0.00126	0.2646	0.0737495	0.0930059	0.136989	877.933	-nan	-nan	
114	142	0.00126	0.2646	0.073026	0.0874683	0.0975503	883.002	-nan	-nan	
115	62	0.00126	0.2646	0.0736291	0.0922517	0.131864	878.572	-nan	-nan	
116	56	0.00126	0.2646	0.0732011	0.0882647	0.100951	882.502	-nan	-nan	
117	81	0.00126	0.2646	0.0731524	0.0885469	0.10488	882.065	-nan	-nan	
118	167	0.00126	0.2646	0.0733155	0.0900028	0.115898	880.636	-nan	-nan	
119	52	0.00126	0.2646	0.0730597	0.0875925	0.0985749	882.862	-nan	-nan	
120	67	0.00126	0.2646	0.0730001	0.0872077	0.0947261	883.312	-nan	-nan	
121	203	0.00126	0.2646	0.0730928	0.0880578	0.102368	882.276	-nan	-nan	
122	72	0.00126	0.2646	0.0731547	0.0886972	0.106128	881.881	-nan	-nan	
123	161	0.00126	0.2646	0.0730435	0.0881521	0.103108	882.293	-nan	-nan	
124	107	0.00126	0.2646	0.0729153	0.0873944	0.0991275	882.774	-nan	-nan	
