0	155	0.00126	0.2646	0.0732081	0.0879086	0.0986946	882.825	-nan	-nan	
1	60	0.00126	0.2646	0.0744542	0.0980056	0.172113	873.377	-nan	-nan	
2	101	0.00126	0.2646	0.0737066	0.0919979	0.128228	879.103	-nan	-nan	
3	107	0.00126	0.2646	0.0730981	0.0878753	0.0996097	882.756	-nan	-nan	
4	91	0.00126	0.2646	0.0730546	0.0882386	0.104952	882.036	-nan	-nan	
5	145	0.00126	0.2646	0.0729446	0.0873421	0.0982347	882.848	-nan	-nan	
6	18	0.00126	0.2646	0.0729389	0.0863882	0.0883829	884.075	0.666356	0.666343	
7	25	0.00126	0.2646	0.0730645	0.0876909	0.0986551	882.844	-nan	-nan	
8	167	0.00126	0.2646	0.0733906	0.0907451	0.121005	880.003	-nan	-nan	
9	64	0.00126	0.2646	0.0730724	0.0881145	0.101691	882.493	-nan	-nan	
10	70	0.00126	0.2646	0.0730486	0.087586	0.0973024	883	-nan	-nan	
11	118	0.00126	0.2646	0.0729911	0.0871182	0.0942181	883.335	-nan	-nan	
12	82	0.00126	0.2646	0.0731775	0.0885605	0.105914	881.9	-nan	-nan	
13	137	0.00126	0.2646	0.0737819	0.0932699	0.137531	877.682	-nan	-nan	
14	128	0.00126	0.2646	0.0731319	0.088227	0.102946	882.314	-nan	-nan	
15	77	0.00126	0.2646	0.0740287	0.0955193	0.156111	875.459	-nan	-nan	
16	85	0.00126	0.2646	0.0731887	0.0883626	0.10329	882.217	-nan	-nan	
17	68	0.00126	0.2646	0.073057	0.0877959	0.100491	882.576	-nan	-nan	
18	50	0.00126	0.2646	0.0733383	0.0896037	0.111412	881.213	-nan	-nan	
19	18	0.00126	0.2646	0.0731698	0.0876656	0.0973113	883.03	-nan	-nan	
20	78	0.00126	0.2646	0.0731578	0.0884027	0.103194	882.172	-nan	-nan	
21	84	0.00126	0.2646	0.0732095	0.0881135	0.0988639	882.775	-nan	-nan	
22	100	0.00126	0.2646	0.0732396	0.0890157	0.108667	881.529	-nan	-nan	
23	65	0.00126	0.2646	0.073133	0.0885364	0.105086	882.044	-nan	-nan	
24	32	0.00126	0.2646	0.0728714	0.0865484	0.0926205	883.598	-nan	-nan	
25	76	0.00126	0.2646	0.0735953	0.0909874	0.121585	879.891	-nan	-nan	
26	200	0.00126	0.2646	0.0742404	0.0950862	0.146312	876.706	-nan	-nan	
27	115	0.00126	0.2646	0.0735288	0.0904199	0.116817	880.525	-nan	-nan	
28	49	0.00126	0.2646	0.0732306	0.0891251	0.110332	881.354	-nan	-nan	
29	162	0.00126	0.2646	0.0731654	0.0885008	0.104857	881.98	-nan	-nan	
30	164	0.00126	0.2646	0.0732754	0.0898528	0.116022	880.575	-nan	-nan	
31	157	0.00126	0.2646	0.0732064	0.0885104	0.10335	882.179	-nan	-nan	
32	101	0.00126	0.2646	0.073076	0.0880253	0.101921	882.41	-nan	-nan	
33	190	0.00126	0.2646	0.0730546	0.0879567	0.1013	882.501	-nan	-nan	
34	130	0.00126	0.2646	0.0730901	0.0883194	0.104031	882.171	-nan	-nan	
35	132	0.00126	0.2646	0.0733918	0.0906288	0.120566	880.027	-nan	-nan	
36	120	0.00126	0.2646	0.0732778	0.0899762	0.117482	880.319	-nan	-nan	
37	150	0.00126	0.2646	0.0730185	0.0876976	0.100655	882.554	-nan	-nan	
38	33	0.00126	0.2646	0.0732418	0.0887664	0.104612	882.114	-nan	-nan	
39	114	0.00126	0.2646	0.0732834	0.0891417	0.108632	881.551	-nan	-nan	
40	127	0.00126	0.2646	0.0734188	0.0892373	0.107072	881.765	-nan	-nan	
41	175	0.00126	0.2646	0.0733557	0.0898112	0.11299	880.962	-nan	-nan	
42	176	0.00126	0.2646	0.0730504	0.0874643	0.0973063	883.024	-nan	-nan	
43	90	0.00126	0.2646	0.073552	0.0909745	0.121312	879.96	-nan	-nan	
44	96	0.00126	0.2646	0.0741525	0.0955428	0.152315	876.011	-nan	-nan	
45	112	0.00126	0.2646	0.0733716	0.0894812	0.110376	881.354	-nan	-nan	
46	81	0.00126	0.2646	0.0736151	0.0913932	0.123524	879.619	-nan	-nan	
47	88	0.00126	0.2646	0.0734454	0.0904495	0.119493	880.155	-nan	-nan	
48	120	0.00126	0.2646	0.0734674	0.0905539	0.119256	880.222	-nan	-nan	
49	146	0.00126	0.2646	0.0733293	0.0888442	0.103582	882.255	-nan	-nan	
50	112	0.00126	0.2646	0.0737059	0.0920072	0.129085	878.94	-nan	-nan	
51	121	0.00126	0.2646	0.0744677	0.0979442	0.169595	873.748	-nan	-nan	
52	88	0.00126	0.2646	0.0733443	0.0892449	0.109531	881.45	-nan	-nan	
53	109	0.00126	0.2646	0.0729452	0.0869987	0.0950387	883.31	-nan	-nan	
54	100	0.00126	0.2646	0.0731464	0.088047	0.100422	882.638	-nan	-nan	
55	24	0.00126	0.2646	0.07281	0.0856884	0.0835737	884.772	0.666347	0.66634	
56	91	0.00126	0.2646	0.0732602	0.0889652	0.106085	881.847	-nan	-nan	
57	139	0.00126	0.2646	0.0732379	0.0891916	0.109351	881.47	-nan	-nan	
58	70	0.00126	0.2646	0.0730058	0.0878347	0.100608	882.619	-nan	-nan	
