155	0.00126	0.2646	0.0841832	0.133457	0.361996
60	0.00126	0.2646	0.0809313	0.109232	0.198616
101	0.00126	0.2646	0.0836237	0.124634	0.28495
107	0.00126	0.2646	0.0862389	0.143075	0.418265
91	0.00126	0.2646	0.0836983	0.123254	0.280047
145	0.00126	0.2646	0.0854777	0.133306	0.336432
18	0.00126	0.2646	0.0800281	0.0996437	0.118764
25	0.00126	0.2646	0.0798276	0.0991279	0.120672
167	0.00126	0.2646	0.0863677	0.145982	0.432288
64	0.00126	0.2646	0.0802031	0.103946	0.154341
70	0.00126	0.2646	0.0814862	0.115465	0.24009
118	0.00126	0.2646	0.0821917	0.116901	0.23806
82	0.00126	0.2646	0.0837546	0.123914	0.282905
137	0.00126	0.2646	0.0851781	0.135134	0.360343
128	0.00126	0.2646	0.0859854	0.140905	0.403232
77	0.00126	0.2646	0.0810007	0.111543	0.218617
85	0.00126	0.2646	0.0825164	0.121157	0.275497
68	0.00126	0.2646	0.0825773	0.114085	0.198984
50	0.00126	0.2646	0.0799992	0.10595	0.177756
18	0.00126	0.2646	0.0788371	0.0957316	0.101708
78	0.00126	0.2646	0.0818218	0.11539	0.226262
84	0.00126	0.2646	0.0825769	0.119032	0.256563
100	0.00126	0.2646	0.08358	0.127464	0.316891
65	0.00126	0.2646	0.0822638	0.11101	0.180256
32	0.00126	0.2646	0.0798363	0.0994998	0.128102
76	0.00126	0.2646	0.0822523	0.118287	0.257806
200	0.00126	0.2646	0.0879737	0.159452	0.534804
