10	0.195904	0.0244335	0.010024	0.0100151	0.0100021	
20	0.195899	0.0244335	0.0100391	0.0100303	0.0100041	
30	0.195893	0.0244335	0.0100543	0.0100454	0.0100062	
40	0.195888	0.0244335	0.0100695	0.0100605	0.0100082	
50	0.195882	0.0244335	0.0100846	0.0100756	0.0100103	
60	0.195877	0.0244335	0.0100998	0.0100907	0.0100124	
70	0.195871	0.0244335	0.010115	0.0101059	0.0100144	
80	0.195866	0.0244335	0.0101301	0.010121	0.0100165	
90	0.19586	0.0244335	0.0101453	0.0101361	0.0100185	
100	0.195855	0.0244335	0.0101605	0.0101512	0.0100206	
110	0.195849	0.0244335	0.0101756	0.0101663	0.0100226	
120	0.195844	0.0244335	0.0101908	0.0101814	0.0100247	
130	0.195838	0.0244335	0.0102059	0.0101966	0.0100267	
140	0.195833	0.0244335	0.0102211	0.0102117	0.0100288	
150	0.195827	0.0244335	0.0102362	0.0102268	0.0100308	
160	0.195822	0.0244335	0.0102514	0.0102419	0.0100329	
170	0.195816	0.0244335	0.0102666	0.010257	0.010035	
180	0.195811	0.0244335	0.0102817	0.0102721	0.010037	
190	0.195805	0.0244335	0.0102969	0.0102872	0.0100391	
200	0.1958	0.0244335	0.010312	0.0103023	0.0100411	
210	0.195794	0.0244335	0.0103272	0.0103174	0.0100432	
220	0.195789	0.0244335	0.0103423	0.0103325	0.0100452	
230	0.195783	0.0244335	0.0103575	0.0103476	0.0100473	
240	0.195778	0.0244335	0.0103726	0.0103627	0.0100493	
250	0.195772	0.0244335	0.0103877	0.0103778	0.0100514	
260	0.195767	0.0244335	0.0104029	0.0103929	0.0100534	
270	0.195761	0.0244335	0.010418	0.010408	0.0100554	
280	0.195756	0.0244335	0.0104332	0.0104231	0.0100575	
290	0.19575	0.0244335	0.0104483	0.0104382	0.0100595	
300	0.195745	0.0244335	0.0104634	0.0104533	0.0100616	
310	0.195739	0.0244335	0.0104786	0.0104684	0.0100636	
320	0.195734	0.0244335	0.0104937	0.0104835	0.0100657	
330	0.195728	0.0244335	0.0105089	0.0104985	0.0100677	
340	0.195723	0.0244335	0.010524	0.0105136	0.0100698	
350	0.195717	0.0244335	0.0105391	0.0105287	0.0100718	
360	0.195712	0.0244335	0.0105543	0.0105438	0.0100739	
370	0.195706	0.0244335	0.0105694	0.0105589	0.0100759	
380	0.195701	0.0244335	0.0105845	0.010574	0.0100779	
390	0.195695	0.0244335	0.0105996	0.010589	0.01008	
400	0.19569	0.0244335	0.0106148	0.0106041	0.010082	
410	0.195684	0.0244335	0.0106299	0.0106192	0.0100841	
420	0.195679	0.0244335	0.010645	0.0106343	0.0100861	
