155	0.00126	0.2646	0.0892604	0.145749	0.410977	895.316	
60	0.00126	0.2646	0.0848404	0.114076	0.200005	921.973	
101	0.00126	0.2646	0.0856148	0.123664	0.278255	911.88	
107	0.00126	0.2646	0.0876314	0.132643	0.318687	906.643	
91	0.00126	0.2646	0.0867163	0.124349	0.262614	913.85	
145	0.00126	0.2646	0.0883564	0.139988	0.370924	900.221	
18	0.00126	0.2646	0.0823793	0.0989609	0.099053	934.628	
25	0.00126	0.2646	0.0824631	0.101252	0.115898	932.636	
167	0.00126	0.2646	0.0878813	0.146439	0.450535	890.271	
64	0.00126	0.2646	0.0858049	0.118569	0.22243	919.295	
70	0.00126	0.2646	0.0836974	0.112731	0.205487	921.097	
118	0.00126	0.2646	0.0868587	0.133633	0.342434	903.751	
82	0.00126	0.2646	0.0852103	0.11998	0.250022	915.456	
137	0.00126	0.2646	0.0871289	0.131507	0.323204	905.905	
128	0.00126	0.2646	0.0874567	0.134108	0.339993	903.933	
77	0.00126	0.2646	0.0861041	0.126375	0.292816	909.969	
85	0.00126	0.2646	0.0850498	0.121465	0.26381	913.693	
68	0.00126	0.2646	0.0841003	0.115885	0.224993	918.753	
50	0.00126	0.2646	0.0830175	0.107744	0.162588	926.726	
18	0.00126	0.2646	0.0817205	0.0984538	0.10333	934.144	
78	0.00126	0.2646	0.0848112	0.115964	0.217313	920.16	
84	0.00126	0.2646	0.0859792	0.120201	0.229208	918.11	
100	0.00126	0.2646	0.085961	0.124246	0.280564	911.472	
65	0.00126	0.2646	0.0864408	0.120534	0.219764	919.115	
32	0.00126	0.2646	0.0841523	0.107195	0.145063	928.581	
76	0.00126	0.2646	0.0855287	0.119796	0.242087	916.453	
200	0.00126	0.2646	0.0896242	0.150845	0.45568	889.647	
115	0.00126	0.2646	0.0868065	0.131048	0.321851	906.575	
49	0.00126	0.2646	0.0834187	0.107509	0.164974	926.417	
162	0.00126	0.2646	0.0871373	0.138396	0.383255	898.756	
164	0.00126	0.2646	0.0898015	0.146285	0.417679	894.483	
157	0.00126	0.2646	0.0907097	0.146529	0.401311	896.439	
101	0.00126	0.2646	0.0899382	0.140677	0.361644	901.483	
190	0.00126	0.2646	0.0912906	0.155762	0.485193	885.539	
130	0.00126	0.2646	0.0888228	0.13844	0.362967	901.116	
132	0.00126	0.2646	0.0879917	0.134973	0.338281	904.443	
120	0.00126	0.2646	0.0871242	0.130742	0.318355	906.955	
150	0.00126	0.2646	0.0884928	0.143966	0.409642	895.419	
33	0.00126	0.2646	0.0833249	0.104276	0.136523	930.086	
114	0.00126	0.2646	0.0874578	0.134038	0.337839	904.565	
127	0.00126	0.2646	0.0890938	0.1369	0.343221	903.899	
175	0.00126	0.2646	0.0921344	0.159853	0.505665	883.28	
176	0.00126	0.2646	0.0914227	0.155269	0.475873	886.989	
90	0.00126	0.2646	0.0876394	0.125318	0.254108	914.991	
96	0.00126	0.2646	0.0877367	0.131986	0.311501	907.677	
112	0.00126	0.2646	0.0861786	0.128498	0.313798	907.378	
81	0.00126	0.2646	0.0843111	0.11364	0.203548	921.439	
88	0.00126	0.2646	0.0860022	0.125195	0.2791	911.774	
120	0.00126	0.2646	0.0862972	0.128403	0.314928	907.409	
146	0.00126	0.2646	0.0894543	0.145687	0.412365	895.168	
112	0.00126	0.2646	0.0891402	0.138215	0.345068	904.015	
121	0.00126	0.2646	0.0874831	0.132565	0.331517	905.212	
88	0.00126	0.2646	0.0860452	0.120861	0.23636	917.492	
109	0.00126	0.2646	0.0858033	0.126348	0.302214	908.677	
100	0.00126	0.2646	0.0863939	0.134034	0.357162	901.723	
24	0.00126	0.2646	0.082064	0.0991984	0.10665	933.629	
91	0.00126	0.2646	0.0847095	0.119087	0.249653	915.526	
139	0.00126	0.2646	0.0889779	0.144615	0.404994	895.939	
70	0.00126	0.2646	0.0858413	0.118861	0.230479	918.173	
130	0.00126	0.2646	0.0892946	0.14356	0.396842	897.095	
175	0.00126	0.2646	0.0906037	0.157441	0.50559	883.351	
19	0.00126	0.2646	0.0839822	0.103174	0.110095	933.53	
125	0.00126	0.2646	0.0874972	0.138372	0.376042	899.415	
94	0.00126	0.2646	0.0838199	0.111502	0.18867	923.187	
57	0.00126	0.2646	0.0826478	0.105666	0.156586	927.27	
118	0.00126	0.2646	0.0855099	0.126103	0.29504	909.756	
87	0.00126	0.2646	0.0856708	0.122108	0.254997	914.957	
118	0.00126	0.2646	0.0870298	0.13414	0.347513	903.148	
65	0.00126	0.2646	0.0850418	0.11575	0.212773	920.337	
108	0.00126	0.2646	0.0879114	0.135124	0.342319	903.988	
74	0.00126	0.2646	0.0860603	0.119108	0.215608	919.99	
124	0.00126	0.2646	0.0874641	0.136972	0.372619	900.189	
122	0.00126	0.2646	0.0878404	0.138431	0.3724	900	
70	0.00126	0.2646	0.0851492	0.11995	0.246212	915.878	
70	0.00126	0.2646	0.0835525	0.110637	0.193065	922.681	
155	0.00126	0.2646	0.0879485	0.144075	0.422714	893.585	
111	0.00126	0.2646	0.085821	0.126599	0.297594	909.406	
32	0.00126	0.2646	0.0823762	0.10191	0.125826	931.257	
99	0.00126	0.2646	0.084209	0.116499	0.228747	918.232	
52	0.00126	0.2646	0.0845716	0.114307	0.204065	921.401	
206	0.00126	0.2646	0.0906675	0.152929	0.459787	889.218	
138	0.00126	0.2646	0.0888295	0.14432	0.412453	895.424	
51	0.00126	0.2646	0.0842463	0.108943	0.163911	926.463	
130	0.00126	0.2646	0.0873617	0.131756	0.317537	906.941	
157	0.00126	0.2646	0.0885585	0.141393	0.384235	898.979	
49	0.00126	0.2646	0.0844633	0.109576	0.156281	927.451	
62	0.00126	0.2646	0.0839304	0.109602	0.165873	926.136	
78	0.00126	0.2646	0.0844156	0.122242	0.281628	911.459	
28	0.00126	0.2646	0.082429	0.102287	0.132507	930.475	
131	0.00126	0.2646	0.0874611	0.134752	0.344786	903.719	
202	0.00126	0.2646	0.0923364	0.165769	0.549347	877.907	
133	0.00126	0.2646	0.087501	0.132971	0.333977	905.177	
73	0.00126	0.2646	0.0857866	0.119651	0.237978	917.35	
156	0.00126	0.2646	0.0899634	0.146884	0.417441	894.315	
212	0.00126	0.2646	0.0924682	0.168202	0.574983	875.145	
148	0.00126	0.2646	0.0877324	0.135732	0.357673	901.824	
61	0.00126	0.2646	0.0844366	0.113468	0.201545	921.606	
127	0.00126	0.2646	0.0860438	0.132834	0.352689	902.548	
50	0.00126	0.2646	0.083282	0.105709	0.145575	928.988	
120	0.00126	0.2646	0.087592	0.134793	0.347849	903.313	
142	0.00126	0.2646	0.0874039	0.13485	0.348893	903.214	
72	0.00126	0.2646	0.0850744	0.118434	0.238552	917.086	
86	0.00126	0.2646	0.0867174	0.127535	0.289632	910.486	
167	0.00126	0.2646	0.0888527	0.144274	0.412481	894.847	
94	0.00126	0.2646	0.0871488	0.12795	0.293838	910.338	
189	0.00126	0.2646	0.0911329	0.159855	0.518874	881.552	
134	0.00126	0.2646	0.0883448	0.138901	0.372501	900.039	
100	0.00126	0.2646	0.0861688	0.128464	0.313597	907.511	
35	0.00126	0.2646	0.0845899	0.110967	0.170231	925.944	
195	0.00126	0.2646	0.0899846	0.156491	0.507299	883.339	
35	0.00126	0.2646	0.0821253	0.101256	0.129429	930.869	
138	0.00126	0.2646	0.0873988	0.135776	0.348344	903.14	
112	0.00126	0.2646	0.0858432	0.123072	0.266748	913.327	
79	0.00126	0.2646	0.0854959	0.116298	0.205188	921.063	
142	0.00126	0.2646	0.0888212	0.144396	0.408248	895.622	
62	0.00126	0.2646	0.0852782	0.117597	0.225397	918.587	
56	0.00126	0.2646	0.0849997	0.115252	0.198595	922.003	
81	0.00126	0.2646	0.0845852	0.116118	0.226127	918.62	
167	0.00126	0.2646	0.0889851	0.152278	0.480038	886.531	
