0.1	20	0.010001	0	0	0.0021297	
0.2	20	0.0100021	0	0	0.00213256	
0.3	20	0.0100031	0	0	0.00213543	
0.4	20	0.0100041	0	0	0.0021383	
0.5	20	0.0100051	0	0	0.00214118	
0.6	20	0.0100062	0	0	0.00214406	
0.7	20	0.0100072	0	0	0.00214694	
0.8	20	0.0100082	0	0	0.00214982	
0.9	20	0.0100093	0	0	0.0021527	
1	20	0.0100103	0	0	0.00215559	
1.1	20	0.0100113	0	0	0.00215848	
1.2	20	0.0100124	0	0	0.00216137	
1.3	20	0.0100134	0	0	0.00216426	
1.4	20	0.0100144	0	0	0.00216716	
1.5	20	0.0100154	0	0	0.00217006	
1.6	20	0.0100165	0	0	0.00217296	
1.7	20	0.0100175	0	0	0.00217586	
1.8	20	0.0100185	0	0	0.00217876	
1.9	20	0.0100195	0	0	0.00218167	
2	20	0.0100206	0	0	0.00218458	
2.1	20	0.0100216	0	0	0.00218749	
2.2	20	0.0100226	0	0	0.00219041	
2.3	20	0.0100236	0	0	0.00219332	
2.4	20	0.0100247	0	0	0.00219624	
2.5	20	0.0100257	0	0	0.00219916	
2.6	20	0.0100267	0	0	0.00220208	
2.7	20	0.0100277	0	0	0.00220501	
2.8	20	0.0100288	0	0	0.00220794	
2.9	20	0.0100298	0	0	0.00221086	
3	20	0.0100308	0	0	0.0022138	
3.1	20	0.0100318	0	0	0.00221673	
3.2	20	0.0100329	0	0	0.00221967	
3.3	20	0.0100339	0	0	0.00222261	
3.4	20	0.0100349	0	0	0.00222555	
3.5	20	0.0100359	0	0	0.00222849	
3.6	20	0.010037	0	0	0.00223144	
3.7	20	0.010038	0	0	0.00223438	
3.8	20	0.010039	0	0	0.00223733	
3.9	20	0.01004	0	0	0.00224028	
4	20	0.0100411	0	0	0.00224324	
4.1	20	0.0100421	0	0	0.0022462	
4.2	20	0.0100431	0	0	0.00224915	
4.3	20	0.0100441	0	0	0.00225212	
4.4	20	0.0100452	0	0	0.00225508	
4.5	20	0.0100462	0	0	0.00225957	
4.6	20	0.0100472	0	0	0.00226481	
4.7	20	0.0100482	0	0	0.00226778	
4.8	20	0.0100492	0	0	0.00227075	
4.9	20	0.0100503	0	0	0.00227373	
5	20	0.0100513	0	0	0.00227671	
5.1	20	0.0100523	0	0	0.00227969	
5.2	20	0.0100533	0	0	0.00228267	
5.3	20	0.0100543	0	0	0.00228565	
5.4	20	0.0100554	0	0	0.00228864	
5.5	20	0.0100564	0	0	0.00229163	
5.6	20	0.0100574	0	0	0.00229462	
