155	0.00126	0.2646	0.0741254	0.117772	0.289209
60	0.00126	0.2646	0.0724108	0.106418	0.222465
101	0.00126	0.2646	0.0719749	0.105828	0.228791
107	0.00126	0.2646	0.0731212	0.107631	0.214312
91	0.00126	0.2646	0.0733543	0.109205	0.228253
145	0.00126	0.2646	0.0740806	0.120894	0.323925
18	0.00126	0.2646	0.069951	0.0876441	0.0850524
25	0.00126	0.2646	0.0705071	0.0918652	0.117334
167	0.00126	0.2646	0.0761232	0.137002	0.446325
64	0.00126	0.2646	0.075343	0.123356	0.32656
70	0.00126	0.2646	0.0713737	0.104113	0.217709
118	0.00126	0.2646	0.0714232	0.103136	0.203825
82	0.00126	0.2646	0.0695186	0.0866866	0.0863515
137	0.00126	0.2646	0.0725214	0.108781	0.242191
128	0.00126	0.2646	0.0739234	0.1168	0.288292
77	0.00126	0.2646	0.0725807	0.108414	0.237432
85	0.00126	0.2646	0.0721439	0.109117	0.251857
68	0.00126	0.2646	0.0701103	0.0908761	0.116735
50	0.00126	0.2646	0.0724364	0.107614	0.224407
18	0.00126	0.2646	0.0705897	0.0914936	0.108365
78	0.00126	0.2646	0.0710559	0.095751	0.146423
84	0.00126	0.2646	0.070955	0.0935084	0.119716
100	0.00126	0.2646	0.0727163	0.112894	0.279769
65	0.00126	0.2646	0.0713666	0.0947184	0.120767
32	0.00126	0.2646	0.07054	0.0921368	0.114752
76	0.00126	0.2646	0.0705582	0.0945342	0.143241
200	0.00126	0.2646	0.0731318	0.112426	0.257337
115	0.00126	0.2646	0.0736452	0.117872	0.303287
49	0.00126	0.2646	0.071089	0.0942822	0.135732
162	0.00126	0.2646	0.0761646	0.138542	0.452143
164	0.00126	0.2646	0.0734714	0.109847	0.238226
157	0.00126	0.2646	0.0778268	0.140167	0.435988
101	0.00126	0.2646	0.0742013	0.109284	0.216225
190	0.00126	0.2646	0.0752347	0.124785	0.348362
130	0.00126	0.2646	0.0739138	0.117585	0.301503
132	0.00126	0.2646	0.0722796	0.105184	0.210427
120	0.00126	0.2646	0.0738492	0.119803	0.324317
150	0.00126	0.2646	0.075039	0.131375	0.398011
33	0.00126	0.2646	0.0698276	0.0868103	0.084618
114	0.00126	0.2646	0.072997	0.112195	0.262032
127	0.00126	0.2646	0.0737111	0.110005	0.236805
175	0.00126	0.2646	0.0791082	0.149996	0.510165
176	0.00126	0.2646	0.077467	0.135773	0.412425
90	0.00126	0.2646	0.0740612	0.108882	0.21313
96	0.00126	0.2646	0.0734419	0.112758	0.256841
112	0.00126	0.2646	0.0696222	0.0896972	0.117304
81	0.00126	0.2646	0.0697794	0.0902961	0.109589
88	0.00126	0.2646	0.0704194	0.0956678	0.148829
120	0.00126	0.2646	0.0694835	0.0891803	0.115556
146	0.00126	0.2646	0.0720971	0.102123	0.178111
112	0.00126	0.2646	0.0750882	0.118111	0.279818
121	0.00126	0.2646	0.0737997	0.112201	0.251458
88	0.00126	0.2646	0.072901	0.10599	0.206447
109	0.00126	0.2646	0.0735213	0.113194	0.269433
100	0.00126	0.2646	0.0745157	0.12547	0.363636
24	0.00126	0.2646	0.0697618	0.0867161	0.0842932
91	0.00126	0.2646	0.0723233	0.109654	0.254813
139	0.00126	0.2646	0.0735254	0.114104	0.269019
70	0.00126	0.2646	0.0717115	0.0959806	0.137681
130	0.00126	0.2646	0.076781	0.137489	0.436356
175	0.00126	0.2646	0.0760528	0.133372	0.410208
19	0.00126	0.2646	0.0715806	0.0944269	0.11927
125	0.00126	0.2646	0.0722765	0.105861	0.221939
94	0.00126	0.2646	0.07404	0.117527	0.289068
57	0.00126	0.2646	0.0710599	0.0942066	0.130041
118	0.00126	0.2646	0.0734498	0.115343	0.282182
87	0.00126	0.2646	0.0714846	0.0997465	0.174154
118	0.00126	0.2646	0.0720531	0.104767	0.213369
65	0.00126	0.2646	0.0736312	0.11499	0.280005
108	0.00126	0.2646	0.074177	0.116589	0.284939
74	0.00126	0.2646	0.070628	0.0906145	0.0994431
124	0.00126	0.2646	0.0737745	0.120295	0.327777
122	0.00126	0.2646	0.0719757	0.103384	0.202242
70	0.00126	0.2646	0.0730094	0.110477	0.245224
70	0.00126	0.2646	0.0714957	0.0986452	0.170181
155	0.00126	0.2646	0.0760504	0.137607	0.446626
111	0.00126	0.2646	0.0712964	0.099448	0.176275
32	0.00126	0.2646	0.0692048	0.0865777	0.0922154
