155	0.00126	0.2646	0.0611433	0.0783039	0.0844274	0x7ffe9d686c10	0.972771	
60	0.00126	0.2646	0.0614224	0.0824691	0.120631	0x7ffe9d686c10	0.972771	
101	0.00126	0.2646	0.0611384	0.0801381	0.103549	0x7ffe9d686c10	0.972771	
107	0.00126	0.2646	0.0614621	0.0808856	0.103365	0x7ffe9d686c10	0.972771	
91	0.00126	0.2646	0.0614734	0.0815206	0.109469	0x7ffe9d686c10	0.972771	
145	0.00126	0.2646	0.0605903	0.0760595	0.0765078	0x7ffe9d686c10	0.972771	
18	0.00126	0.2646	0.0607342	0.076615	0.0754388	0x7ffe9d686c10	0.972771	
25	0.00126	0.2646	0.0608937	0.0765752	0.0755802	0x7ffe9d686c10	0.972771	
167	0.00126	0.2646	0.0638284	0.101869	0.262271	0x7ffe9d686c10	0.972771	
64	0.00126	0.2646	0.0615665	0.0785021	0.0773291	0x7ffe9d686c10	0.972771	
70	0.00126	0.2646	0.0605585	0.0758255	0.0748105	0x7ffe9d686c10	0.972771	
118	0.00126	0.2646	0.0607215	0.0767371	0.0759643	0x7ffe9d686c10	0.972771	
82	0.00126	0.2646	0.0608139	0.076809	0.0774464	0x7ffe9d686c10	0.972771	
137	0.00126	0.2646	0.062194	0.0874286	0.156104	0x7ffe9d686c10	0.972771	
128	0.00126	0.2646	0.0624047	0.0876567	0.147988	0x7ffe9d686c10	0.972771	
77	0.00126	0.2646	0.0607631	0.0765216	0.0768022	0x7ffe9d686c10	0.972771	
85	0.00126	0.2646	0.0605413	0.0760006	0.0762329	0x7ffe9d686c10	0.972771	
68	0.00126	0.2646	0.0610079	0.0773778	0.0760898	0x7ffe9d686c10	0.972771	
50	0.00126	0.2646	0.0613129	0.0788716	0.0871878	0x7ffe9d686c10	0.972771	
18	0.00126	0.2646	0.0617103	0.0824124	0.112604	0x7ffe9d686c10	0.972771	
78	0.00126	0.2646	0.0610836	0.0769327	0.0769429	0x7ffe9d686c10	0.972771	
84	0.00126	0.2646	0.0607158	0.0763722	0.0752639	0x7ffe9d686c10	0.972771	
100	0.00126	0.2646	0.0612142	0.0814688	0.116567	0x7ffe9d686c10	0.972771	
65	0.00126	0.2646	0.0614092	0.078486	0.0776982	0x7ffe9d686c10	0.972771	
32	0.00126	0.2646	0.0611411	0.0774455	0.0761573	0x7ffe9d686c10	0.972771	
76	0.00126	0.2646	0.0608396	0.0765935	0.0754423	0x7ffe9d686c10	0.972771	
200	0.00126	0.2646	0.0613414	0.0814218	0.112016	0x7ffe9d686c10	0.972771	
115	0.00126	0.2646	0.0618729	0.0843866	0.13115	0x7ffe9d686c10	0.972771	
49	0.00126	0.2646	0.0614363	0.077583	0.0767997	0x7ffe9d686c10	0.972771	
162	0.00126	0.2646	0.0649396	0.106637	0.278264	0x7ffe9d686c10	0.972771	
164	0.00126	0.2646	0.0627684	0.0879484	0.151403	0x7ffe9d686c10	0.972771	
157	0.00126	0.2646	0.0623661	0.0857443	0.132301	0x7ffe9d686c10	0.972771	
101	0.00126	0.2646	0.0613509	0.0777728	0.0764238	0x7ffe9d686c10	0.972771	
190	0.00126	0.2646	0.0625316	0.0872085	0.147937	0x7ffe9d686c10	0.972771	
130	0.00126	0.2646	0.0639711	0.0970828	0.210751	0x7ffe9d686c10	0.972771	
132	0.00126	0.2646	0.062351	0.0852345	0.131648	0x7ffe9d686c10	0.972771	
120	0.00126	0.2646	0.0629023	0.0921777	0.185521	0x7ffe9d686c10	0.972771	
150	0.00126	0.2646	0.0621909	0.0859504	0.140044	0x7ffe9d686c10	0.972771	
33	0.00126	0.2646	0.061475	0.0777129	0.0768514	0x7ffe9d686c10	0.972771	
114	0.00126	0.2646	0.0644264	0.101032	0.238206	0x7ffe9d686c10	0.972771	
127	0.00126	0.2646	0.0623115	0.0814288	0.0964782	0x7ffe9d686c10	0.972771	
175	0.00126	0.2646	0.0655862	0.107899	0.283593	0x7ffe9d686c10	0.972771	
176	0.00126	0.2646	0.065549	0.108122	0.2864	0x7ffe9d686c10	0.972771	
90	0.00126	0.2646	0.0627976	0.0831989	0.106558	0x7ffe9d686c10	0.972771	
96	0.00126	0.2646	0.0655228	0.10559	0.256939	0x7ffe9d686c10	0.972771	
112	0.00126	0.2646	0.0613994	0.0771545	0.0759252	0x7ffe9d686c10	0.972771	
81	0.00126	0.2646	0.0621837	0.0871077	0.148907	0x7ffe9d686c10	0.972771	
88	0.00126	0.2646	0.0610708	0.0771191	0.0758942	0x7ffe9d686c10	0.972771	
120	0.00126	0.2646	0.0610776	0.0769183	0.0758403	0x7ffe9d686c10	0.972771	
146	0.00126	0.2646	0.062439	0.0853581	0.126216	0x7ffe9d686c10	0.972771	
112	0.00126	0.2646	0.0653941	0.108531	0.290731	0x7ffe9d686c10	0.972771	
121	0.00126	0.2646	0.0636488	0.092887	0.180301	0x7ffe9d686c10	0.972771	
88	0.00126	0.2646	0.0627073	0.0868536	0.136374	0x7ffe9d686c10	0.972771	
109	0.00126	0.2646	0.0618365	0.0826041	0.11794	0x7ffe9d686c10	0.972771	
100	0.00126	0.2646	0.0621499	0.0850914	0.130877	0x7ffe9d686c10	0.972771	
24	0.00126	0.2646	0.0607302	0.0761651	0.0750921	0x7ffe9d686c10	0.972771	
91	0.00126	0.2646	0.0608927	0.0766609	0.0759923	0x7ffe9d686c10	0.972771	
139	0.00126	0.2646	0.0629181	0.0919079	0.181211	0x7ffe9d686c10	0.972771	
70	0.00126	0.2646	0.0622747	0.0860951	0.140138	0x7ffe9d686c10	0.972771	
130	0.00126	0.2646	0.0616078	0.0779159	0.0769081	0x7ffe9d686c10	0.972771	
175	0.00126	0.2646	0.0632611	0.0957792	0.206571	0x7ffe9d686c10	0.972771	
19	0.00126	0.2646	0.0612953	0.0777086	0.076376	0x7ffe9d686c10	0.972771	
125	0.00126	0.2646	0.0610759	0.0777079	0.0825826	0x7ffe9d686c10	0.972771	
94	0.00126	0.2646	0.0615146	0.0818957	0.113661	0x7ffe9d686c10	0.972771	
57	0.00126	0.2646	0.0612011	0.0777768	0.0771478	0x7ffe9d686c10	0.972771	
118	0.00126	0.2646	0.0618811	0.0842981	0.126015	0x7ffe9d686c10	0.972771	
87	0.00126	0.2646	0.0610105	0.0781116	0.0883189	0x7ffe9d686c10	0.972771	
118	0.00126	0.2646	0.0609339	0.077078	0.0778469	0x7ffe9d686c10	0.972771	
65	0.00126	0.2646	0.0610664	0.0775666	0.0766578	0x7ffe9d686c10	0.972771	
108	0.00126	0.2646	0.0612775	0.080098	0.104736	0x7ffe9d686c10	0.972771	
74	0.00126	0.2646	0.0611991	0.0786093	0.0855696	0x7ffe9d686c10	0.972771	
124	0.00126	0.2646	0.0610459	0.0772973	0.078514	0x7ffe9d686c10	0.972771	
122	0.00126	0.2646	0.0621636	0.0871623	0.150013	0x7ffe9d686c10	0.972771	
70	0.00126	0.2646	0.0614044	0.0782391	0.0810259	0x7ffe9d686c10	0.972771	
70	0.00126	0.2646	0.0628729	0.0901888	0.169248	0x7ffe9d686c10	0.972771	
155	0.00126	0.2646	0.0642106	0.102301	0.254422	0x7ffe9d686c10	0.972771	
111	0.00126	0.2646	0.0611561	0.0772745	0.0765618	0x7ffe9d686c10	0.972771	
32	0.00126	0.2646	0.0609615	0.0770582	0.0758145	0x7ffe9d686c10	0.972771	
99	0.00126	0.2646	0.0619637	0.0871039	0.149869	0x7ffe9d686c10	0.972771	
52	0.00126	0.2646	0.0611155	0.0776255	0.0763125	0x7ffe9d686c10	0.972771	
206	0.00126	0.2646	0.0626817	0.0876834	0.144295	0x7ffe9d686c10	0.972771	
138	0.00126	0.2646	0.0637586	0.0991651	0.236355	0x7ffe9d686c10	0.972771	
51	0.00126	0.2646	0.0612835	0.0776197	0.0770818	0x7ffe9d686c10	0.972771	
130	0.00126	0.2646	0.0611129	0.0773214	0.0782099	0x7ffe9d686c10	0.972771	
157	0.00126	0.2646	0.0631269	0.0920782	0.180344	0x7ffe9d686c10	0.972771	
49	0.00126	0.2646	0.0621711	0.0814793	0.0916404	0x7ffe9d686c10	0.972771	
62	0.00126	0.2646	0.0610247	0.0771561	0.0798337	0x7ffe9d686c10	0.972771	
78	0.00126	0.2646	0.0617366	0.0848861	0.137609	0x7ffe9d686c10	0.972771	
28	0.00126	0.2646	0.0610854	0.0776546	0.0765704	0x7ffe9d686c10	0.972771	
131	0.00126	0.2646	0.0619766	0.084548	0.129629	0x7ffe9d686c10	0.972771	
202	0.00126	0.2646	0.0638147	0.0998828	0.241589	0x7ffe9d686c10	0.972771	
133	0.00126	0.2646	0.0625992	0.0876877	0.14645	0x7ffe9d686c10	0.972771	
73	0.00126	0.2646	0.0614261	0.0788329	0.086914	0x7ffe9d686c10	0.972771	
156	0.00126	0.2646	0.0619387	0.0843249	0.12985	0x7ffe9d686c10	0.972771	
212	0.00126	0.2646	0.0628991	0.0909404	0.170726	0x7ffe9d686c10	0.972771	
148	0.00126	0.2646	0.0609296	0.0765589	0.0757122	0x7ffe9d686c10	0.972771	
61	0.00126	0.2646	0.0607672	0.0765206	0.0753828	0x7ffe9d686c10	0.972771	
127	0.00126	0.2646	0.0612808	0.0825087	0.125501	0x7ffe9d686c10	0.972771	
50	0.00126	0.2646	0.0608695	0.0769368	0.0757454	0x7ffe9d686c10	0.972771	
120	0.00126	0.2646	0.0610367	0.0768205	0.0763794	0x7ffe9d686c10	0.972771	
142	0.00126	0.2646	0.0620894	0.0871041	0.149587	0x7ffe9d686c10	0.972771	
72	0.00126	0.2646	0.0608968	0.0769587	0.0757474	0x7ffe9d686c10	0.972771	
86	0.00126	0.2646	0.0617882	0.0860006	0.137374	0x7ffe9d686c10	0.972771	
167	0.00126	0.2646	0.0614389	0.0822151	0.117728	0x7ffe9d686c10	0.972771	
94	0.00126	0.2646	0.0608756	0.0766485	0.0760845	0x7ffe9d686c10	0.972771	
189	0.00126	0.2646	0.0618596	0.0819707	0.10802	0x7ffe9d686c10	0.972771	
134	0.00126	0.2646	0.0642285	0.102401	0.25498	0x7ffe9d686c10	0.972771	
100	0.00126	0.2646	0.0608963	0.0763279	0.0760289	0x7ffe9d686c10	0.972771	
35	0.00126	0.2646	0.0613138	0.0779048	0.0768415	0x7ffe9d686c10	0.972771	
195	0.00126	0.2646	0.063584	0.0985672	0.232634	0x7ffe9d686c10	0.972771	
35	0.00126	0.2646	0.0608411	0.0765421	0.0756335	0x7ffe9d686c10	0.972771	
138	0.00126	0.2646	0.0624502	0.0912568	0.185886	0x7ffe9d686c10	0.972771	
112	0.00126	0.2646	0.0618911	0.0854724	0.139682	0x7ffe9d686c10	0.972771	
79	0.00126	0.2646	0.0612781	0.0779117	0.0768255	0x7ffe9d686c10	0.972771	
