155	0.00126	0.2646	0.0984869	0.222614	0.865136
60	0.00126	0.2646	0.0830437	0.131651	0.302706
101	0.00126	0.2646	0.0809307	0.134223	0.357622
107	0.00126	0.2646	0.0858292	0.157864	0.479043
91	0.00126	0.2646	0.0842983	0.148929	0.42813
145	0.00126	0.2646	0.0848473	0.161305	0.524949
18	0.00126	0.2646	0.0744493	0.0984234	0.116084
25	0.00126	0.2646	0.07366	0.0984614	0.124546
167	0.00126	0.2646	0.0814925	0.155976	0.538716
64	0.00126	0.2646	0.0822763	0.129377	0.28993
70	0.00126	0.2646	0.0834566	0.143987	0.394456
118	0.00126	0.2646	0.0879602	0.16906	0.554204
82	0.00126	0.2646	0.0815331	0.129949	0.311874
137	0.00126	0.2646	0.087249	0.165799	0.539865
128	0.00126	0.2646	0.0862957	0.164598	0.540845
77	0.00126	0.2646	0.0801405	0.129764	0.31873
85	0.00126	0.2646	0.0779594	0.124205	0.294688
68	0.00126	0.2646	0.0753816	0.113705	0.237907
50	0.00126	0.2646	0.0753824	0.11364	0.230097
18	0.00126	0.2646	0.074765	0.100208	0.131629
78	0.00126	0.2646	0.080629	0.124689	0.269795
84	0.00126	0.2646	0.089279	0.165128	0.491818
100	0.00126	0.2646	0.0854616	0.147044	0.415072
65	0.00126	0.2646	0.0868014	0.149891	0.388092
32	0.00126	0.2646	0.0804433	0.116746	0.196988
76	0.00126	0.2646	0.0831029	0.143427	0.401814
200	0.00126	0.2646	0.089371	0.191384	0.73012
115	0.00126	0.2646	0.081408	0.145699	0.442477
49	0.00126	0.2646	0.0761386	0.112247	0.217042
162	0.00126	0.2646	0.0809629	0.147612	0.46982
164	0.00126	0.2646	0.0892351	0.174069	0.596755
157	0.00126	0.2646	0.0987173	0.2101	0.770359
101	0.00126	0.2646	0.0956978	0.186664	0.614721
190	0.00126	0.2646	0.0952703	0.19558	0.703529
130	0.00126	0.2646	0.0890337	0.16901	0.558782
132	0.00126	0.2646	0.0878718	0.168622	0.55404
120	0.00126	0.2646	0.0844937	0.1541	0.475405
150	0.00126	0.2646	0.0833173	0.155696	0.499551
33	0.00126	0.2646	0.0755196	0.105154	0.168221
114	0.00126	0.2646	0.0815475	0.140099	0.392981
127	0.00126	0.2646	0.0890214	0.164225	0.504559
175	0.00126	0.2646	0.0971737	0.204641	0.75295
176	0.00126	0.2646	0.098531	0.211206	0.792731
90	0.00126	0.2646	0.0900907	0.162534	0.470067
96	0.00126	0.2646	0.0853981	0.147654	0.404147
112	0.00126	0.2646	0.0838403	0.153608	0.481001
81	0.00126	0.2646	0.0787092	0.122795	0.276625
88	0.00126	0.2646	0.0807553	0.137749	0.373716
120	0.00126	0.2646	0.0791809	0.131109	0.354034
146	0.00126	0.2646	0.0839713	0.149072	0.436881
112	0.00126	0.2646	0.0921032	0.183392	0.616983
121	0.00126	0.2646	0.089148	0.171116	0.574327
88	0.00126	0.2646	0.0879132	0.159859	0.471666
109	0.00126	0.2646	0.081648	0.135102	0.355358
100	0.00126	0.2646	0.0817598	0.148461	0.462805
24	0.00126	0.2646	0.0755675	0.104099	0.149842
91	0.00126	0.2646	0.0776557	0.121053	0.280369
139	0.00126	0.2646	0.0845817	0.160132	0.512564
70	0.00126	0.2646	0.079223	0.121444	0.261043
130	0.00126	0.2646	0.0863513	0.163568	0.536777
175	0.00126	0.2646	0.0920626	0.198644	0.760736
19	0.00126	0.2646	0.0795776	0.109522	0.147418
125	0.00126	0.2646	0.0875107	0.172014	0.583024
94	0.00126	0.2646	0.0794206	0.126871	0.302352
57	0.00126	0.2646	0.0754056	0.107685	0.190386
118	0.00126	0.2646	0.080068	0.136552	0.371173
87	0.00126	0.2646	0.0808625	0.135896	0.355505
118	0.00126	0.2646	0.0828124	0.151447	0.46976
65	0.00126	0.2646	0.0780967	0.116352	0.229219
108	0.00126	0.2646	0.0832419	0.147049	0.433564
74	0.00126	0.2646	0.0860604	0.153264	0.423433
124	0.00126	0.2646	0.0826645	0.145112	0.432869
122	0.00126	0.2646	0.085483	0.161	0.515362
70	0.00126	0.2646	0.0795808	0.127688	0.301397
70	0.00126	0.2646	0.0760128	0.110983	0.215488
155	0.00126	0.2646	0.0845426	0.168836	0.599517
111	0.00126	0.2646	0.081799	0.144502	0.420249
32	0.00126	0.2646	0.075646	0.105499	0.164831
99	0.00126	0.2646	0.0784963	0.127402	0.316496
52	0.00126	0.2646	0.077974	0.113211	0.201394
206	0.00126	0.2646	0.0978598	0.220377	0.863809
138	0.00126	0.2646	0.0860654	0.161274	0.522241
51	0.00126	0.2646	0.0793197	0.119888	0.246236
130	0.00126	0.2646	0.0853788	0.164771	0.548972
157	0.00126	0.2646	0.0837838	0.156685	0.501733
49	0.00126	0.2646	0.0780297	0.11464	0.203804
62	0.00126	0.2646	0.0792327	0.126797	0.289247
78	0.00126	0.2646	0.0770007	0.123089	0.30426
28	0.00126	0.2646	0.0749345	0.102241	0.151198
131	0.00126	0.2646	0.085491	0.160371	0.523001
202	0.00126	0.2646	0.102823	0.250232	1.06098
133	0.00126	0.2646	0.0856476	0.155177	0.482691
73	0.00126	0.2646	0.0798052	0.12334	0.270933
156	0.00126	0.2646	0.0877049	0.173586	0.595426
212	0.00126	0.2646	0.0873935	0.176553	0.634416
148	0.00126	0.2646	0.080575	0.135117	0.365436
