2000	0	0.0247551	3.82713	0.0276261	1.44086e-21	0.000373936	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
4000	0	0.0247551	3.82713	0.0276261	1.43453e-21	0.000373936	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
6000	0	0.0247551	3.82713	0.0276261	1.42823e-21	0.000373936	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
8000	0	0.0247551	3.82713	0.0276261	1.42196e-21	0.000373936	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
10000	0	0.0247551	3.82713	0.0276261	1.41572e-21	0.000373936	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
12000	0	0.0247551	3.82713	0.0276261	1.4095e-21	0.000373936	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
14000	0	0.0247551	3.82713	0.0276261	1.40332e-21	0.000373936	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
16000	0	0.0247551	3.82713	0.0276261	1.39715e-21	0.000373936	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
18000	0	0.0247551	3.82713	0.0276261	1.39102e-21	0.000373936	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
20000	0	0.0247551	3.82713	0.0276261	1.38491e-21	0.000373936	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
22000	0	0.0247551	3.82713	0.0276261	1.37883e-21	0.000373936	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
24000	0	0.0247551	3.82713	0.0276261	1.37278e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
26000	0	0.0247551	3.82713	0.0276261	1.36675e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
28000	0	0.0247551	3.82713	0.0276261	1.36075e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
30000	0	0.0247551	3.82713	0.0276261	1.35478e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
32000	0	0.0247551	3.82713	0.0276261	1.34883e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
34000	0	0.0247551	3.82713	0.0276261	1.34291e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
36000	0	0.0247551	3.82713	0.0276261	1.33701e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
38000	0	0.0247551	3.82713	0.0276261	1.33114e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
40000	0	0.0247551	3.82713	0.0276261	1.3253e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
42000	0	0.0247551	3.82713	0.0276261	1.31948e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
44000	0	0.0247551	3.82713	0.0276261	1.31369e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
46000	0	0.0247551	3.82713	0.0276261	1.30792e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
48000	0	0.0247551	3.82713	0.0276261	1.30218e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
50000	0	0.0247551	3.82713	0.0276261	1.29646e-21	0.000373935	0.0574188	0.000654316	0.0580191	0.0520108	0	0.0415919	0.036	0	0.486632	0.0716671	0.00827173	0.00317805	0.278595	0.00807507	9.14572e-06	0.881934	0.000695895	0.000821087	0.00329852	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	0.302091	0.219146	0.00153193	0.00153193	0.00274418	0.00405927	
